date,btc_bid,btc_bid_size,btc_ask,btc_ask_size,btc_daily_change,btc_daily_change_percent,btc_last_price,btc_volume,btc_high,btc_low,usd_frr,usd_bid,usd_bid_size,usd_bid_period,usd_ask,usd_ask_size,usd_ask_period,usd_daily_change,usd_daily_change_percent,usd_last_price,usd_volume,usd_high,usd_low,target
1504310400000,4846.89999999999963620212,16.77707910000000168793,4847.00000000000000000000,12.74414776000000060208,127.40000000000000568434,0.02699999999999999969,4847.00000000000000000000,28126.02765676000126404688,4936.89999999999963620212,4660.00000000000000000000,0.00096186999999999998,0.00075162000000000004,30.00000000000000000000,40918.84773631000280147418,0.00093700000000000001,30.00000000000000000000,126.10100400000000320233,0.00000100000000000000,0.00110000000000000007,0.00093800000000000003,107133171.23126153647899627686,0.00000000000000000000,0.00000000000000000000,4415.00000000000000000000
1504396800000,4415.10000000000036379788,16.77707910000000168793,4416.10000000000036379788,12.74414776000000060208,-432.00000000000000000000,-0.08909999999999999865,4415.00000000000000000000,54171.15507017000345513225,4970.00000000000000000000,4400.10000000000036379788,0.00095843999999999996,0.00080999999999999996,30.00000000000000000000,10000.00000000000000000000,0.00093999999999999997,30.00000000000000000000,21812.23061229000086314045,0.00013999999999999999,0.17499999999999998890,0.00093999999999999997,148156586.62441369891166687012,0.00000000000000000000,0.00000000000000000000,4600.00000000000000000000
1504483200000,4600.00000000000000000000,16.77707910000000168793,4600.30000000000018189894,12.74414776000000060208,180.00000000000000000000,0.04070000000000000007,4600.00000000000000000000,32455.47362183999939588830,4699.89999999999963620212,4331.00000000000000000000,0.00091894999999999998,0.00078100000000000001,30.00000000000000000000,55309.44914355999935651198,0.00077983000000000002,2.00000000000000000000,6540947.32787710987031459808,0.00002732000000000000,0.03330000000000000321,0.00084732000000000004,91924705.97990486025810241699,0.00000000000000000000,0.00000000000000000000,4305.10000000000036379788
1504569600000,4305.19999999999981810106,16.77707910000000168793,4305.39999999999963620212,12.74414776000000060208,-294.89999999999997726263,-0.06410000000000000420,4305.10000000000036379788,59191.86430103000020608306,4649.89999999999963620212,4052.00000000000000000000,0.00088166000000000004,0.00080999999999999996,30.00000000000000000000,63932.75008561999857192859,0.00087000000000000001,2.00000000000000000000,3762295.01771873980760574341,-0.00004891000000000000,-0.05319999999999999729,0.00087000000000000001,153132101.19897785782814025879,0.00000000000000000000,0.00000000000000000000,4383.19999999999981810106
1504656000000,4381.10000000000036379788,16.77707910000000168793,4382.69999999999981810106,12.74414776000000060208,53.20000000000000284217,0.01230000000000000017,4383.19999999999981810106,57455.59757766999973682687,4448.00000000000000000000,3900.09999999999990905053,0.00086655000000000000,0.00079000000000000001,30.00000000000000000000,90104.87742448999779298902,0.00079860000000000000,2.00000000000000000000,21067.00000000000000000000,-0.00008167000000000000,-0.09260000000000000175,0.00079997000000000000,110712174.98220393061637878418,0.00000000000000000000,0.00000000000000000000,4571.30000000000018189894
1504742400000,4571.30000000000018189894,16.77707910000000168793,4571.89999999999963620212,12.74414776000000060208,199.30000000000001136868,0.04560000000000000164,4571.30000000000018189894,40450.04387578999740071595,4633.69999999999981810106,4352.39999999999963620212,0.00084057999999999995,0.00075500000000000003,30.00000000000000000000,41974.22545063999859848991,0.00076999999999999996,2.00000000000000000000,1686478.01892697997391223907,-0.00007900000000000000,-0.09310000000000000220,0.00076999999999999996,99028335.38250136375427246094,0.00000000000000000000,0.00000000000000000000,4612.10000000000036379788
1504828800000,4612.00000000000000000000,16.77707910000000168793,4612.10000000000036379788,12.74414776000000060208,39.20000000000000284217,0.00860000000000000001,4612.10000000000036379788,24259.24067416999969282188,4675.00000000000000000000,4455.10000000000036379788,0.00080732999999999998,0.00071000000000000002,30.00000000000000000000,59005.79661376999865751714,0.00070899999999999999,2.00000000000000000000,2624917.79700504988431930542,-0.00005200000000000000,-0.06500000000000000222,0.00074799999999999997,91245377.50945934653282165527,0.00000000000000000000,0.00000000000000000000,4165.10000000000036379788
1504915200000,4165.00000000000000000000,83.63744814000000360465,4165.10000000000036379788,70.65412774000000695196,-443.00000000000000000000,-0.09610000000000000486,4165.10000000000036379788,57196.16958146999968448654,4694.89999999999963620212,4105.00000000000000000000,0.00075610000000000000,0.00065010000000000003,30.00000000000000000000,4424513.32304778043180704117,0.00067900000000000002,2.00000000000000000000,186478.15352605000953190029,-0.00002700000000000000,-0.03819999999999999785,0.00068000000000000005,116910429.20847296714782714844,0.00000000000000000000,0.00000000000000000000,4262.00000000000000000000
1505001600000,4262.19999999999981810106,68.72772621999999387299,4262.30000000000018189894,59.90740047999999973172,100.20000000000000284217,0.02409999999999999989,4262.00000000000000000000,33962.64904270999977597967,4395.19999999999981810106,4151.00000000000000000000,0.00074534000000000004,0.00065101999999999998,30.00000000000000000000,5195148.63421203009784221649,0.00069899999999999997,2.00000000000000000000,712662.02030746999662369490,-0.00003000000000000000,-0.04410000000000000031,0.00064999999999999997,69019326.18395322561264038086,0.00000000000000000000,0.00000000000000000000,4236.60000000000036379788
1505088000000,4236.69999999999981810106,261.04206474000000071101,4240.50000000000000000000,72.06427865000000565487,-30.30000000000000071054,-0.00710000000000000041,4236.60000000000036379788,45906.86512943999696290120,4349.89999999999963620212,3974.09999999999990905053,0.00074724000000000004,0.00068999999999999997,20.00000000000000000000,2469213.99289511004462838173,0.00065990999999999999,2.00000000000000000000,6653329.89680678956210613251,0.00000825000000000000,0.01119999999999999989,0.00074724000000000004,107495930.06940656900405883789,0.00000000000000000000,0.00000000000000000000,4180.00000000000000000000
